email_id,raw_text_hash,sanitised_text_hash,duplicate_group_id,duplicate_group_size,duplicate_label_consistent
nazario5_000001_50b36f4bdf88,d3783b1fa5fd1a15fd5e2704ac17c56c628fcedecf6e24e6ce9f89588452eaaf,8b2f32271823940bedf7d0a7436ba30b53df0fab0dfed167692fe20dc95a1df9,dup_8b2f32271823940b,1,True
nazario5_000002_42a5d0fa9de4,81e090c4627f81b60e87f133f0d67d5ed5781e3d38c341dba29819465280261f,8bf25cfe23b867f27db5af0ab2b752033f82d908bf127e40da88f0dafab48d25,dup_8bf25cfe23b867f2,1,True
nazario5_000003_762f8779c452,c70d0140026080de9ecb129b82dc4b4429eb95f3e8cc904488383458ac1e29f9,df978336817290614ebd24ff67065118248a16a47ceba0243d3eed9e4cf4e9a5,dup_df97833681729061,1,True
nazario5_000004_636596ccfb34,8bc3d8e76c63b1c1d3221ab1d21c48909d950f1026d0f7d398dbf48f5618a157,c0664461fd8a3de53aebaf490a6b0ad3aae199d81c79a12526b246ee063dbafe,dup_c0664461fd8a3de5,1,True
nazario5_000005_9ef6465b5cd4,6dcce0aac3e9271410dfcfd40652fe324c97b1fb1fb485f6d99d81fbc9e293e2,7bdcd2b7412dab667a874d63e2afcf42430552673209ffb8d93e6f42f9f065cf,dup_7bdcd2b7412dab66,1,True
nazario5_000006_cce0d1f92015,ffd898e37f6294c3ab8dc4903cd6e788d5f324b331a424ebbcd6fc49f0674487,010510a5664b304f832cf89843de899082df9a09efdfb39024865f175fdd4586,dup_010510a5664b304f,1,True
nazario5_000007_602f0a619728,57766eb1c97b4648cdc8dc11486ce9f5d22626ab7c859134f1cfd366aa665e00,c2afaf33a40b5fcbcb6642bb6c94c5efe6fecf4462e6500b5d4d01dac963f426,dup_c2afaf33a40b5fcb,1,True
nazario5_000008_df5ea7b67cd2,5925553ee20a4d3d8bfe2e60305dc008f9baa527a8d0725bc6f2a46eb121c38d,162c4c2b578b45421112334e8e984e0613b4aae51c55787a9c37927af84b6006,dup_162c4c2b578b4542,1,True
nazario5_000009_ce42bade8bc8,eeab82dc58889a595b9b3237999015dcf522badce3ba8c4836b1250fcadd4465,5acc3c9a3db2d61ec6693f93e0f7492c500a721c2ed947a063caac0a4fae8c4c,dup_5acc3c9a3db2d61e,1,True
nazario5_000010_3889dbd2785e,53efe10f2807619ff333e04793367d9e5c1a06826413dc98b4eca740cf637bb1,fb377070aff0bc672bbb3db4a2b8a5a124e951323a680a0a13d76e0a81f7e20f,dup_fb377070aff0bc67,1,True
nazario5_000011_fd135025c657,e1dd79783fa97f55253d23e3b6dbc0adae1f218ff3a7558d1662f88e53de6252,c7d0e2d4bf720beb21baf399db6f9996a37e15266e8946e57f68684ebdad8b96,dup_c7d0e2d4bf720beb,1,True
nazario5_000012_0a1759370397,71d92d98d0d2cb7ca6c39805e4b34e78ce8d971b803afb714acd270b37b0fd34,bced0a251edf12a4b610906d4a8da8bf573dfb1be5ac79a10b52e9763d0f903f,dup_bced0a251edf12a4,1,True
nazario5_000013_69eb0ef5ba4c,a47aec4eb663939433aab75f4ad2cd81415f4708c511e556df4da01cb2ffb9b9,ebddb3ace925136277409683dafd8d69cd7e0346e09d4922cea624bcb016291a,dup_ebddb3ace9251362,1,True
nazario5_000014_7292ff5cef6b,3518dfb85ec2c3cf95dec0e155047dde6e82ab39003ad3f2a8d726af8a55dbce,24d0861faaa6448ec893d089083cad83f042e805170a6ac9ff152aecf16a63e5,dup_24d0861faaa6448e,1,True
nazario5_000015_3c553406e0e0,5082c8bbf48d03a4816b8281257adbda111f757f36eb2e9185e88f4545f56797,9b779a057c118611888250d9cc754e24bfcd99aa078c4c30f9b55cea41350ea8,dup_9b779a057c118611,1,True
nazario5_000016_7a55b14d6325,94e246c50bc0a96906a1b20a6abd0a106469ee34c560f92ba1b4c7caf0631b09,c020de9b0b92d02006bae448fa25f96f3adcb9caf945feadc9520443c248bebb,dup_c020de9b0b92d020,1,True
nazario5_000017_a93006b2a993,6f6709956c9afe8d9c07bfd94cc3971b06b82fca1ecd79dbdf3d72ae8087a2e8,3f3734d48f2cad8b463dab275f7c0b16e4fbcb7978f09ba4fbb69832460c4fb4,dup_3f3734d48f2cad8b,1,True
nazario5_000018_0ae70db23512,888ecae8651d6c4e2b33a94aa4599fd61ef2ae984e2660c33a522cb0865a0326,de3826fd0387139ce835c5822e5c26df3b9f67d393fce0611c7eebd07dd8c88d,dup_de3826fd0387139c,1,True
nazario5_000019_abe9fb5ccb6e,d211280b3cced283679ed77b2ed61973f00b5bc74d17b53c087e9ba54685cdc8,47883f3f6b230eff64e8177de6b198ffc1a9f44752e3d4eba2a53c55177039ac,dup_47883f3f6b230eff,1,True
nazario5_000020_3dd7222f8144,1a9ba28e763abd5ba04040f54c6a951b30b90f9e7d4f61c5227229cd858396c2,ff7ac6cbf0af1339807e34cad6f159331124e85dbcb9505294f67619c3d0d9bf,dup_ff7ac6cbf0af1339,1,True
nazario5_000021_5119db6379b0,b2abd56d0402e853c8d396aa95132db318b78854b52d317e4784776267b53d17,a049ffccd37816812b74d9ac58e59a8046c1ab6ec71d69222baec90af03a4ec5,dup_a049ffccd3781681,1,True
nazario5_000022_60b49a7bdf99,b2a97440985efccd3bb33e8af8e5e1673aadedaaf618b3d3b30ed8cc77b133b8,7f813434680a47d7b8fb99193655bcbce2cd7d542029189c11e15fc7c912c2fb,dup_7f813434680a47d7,1,True
nazario5_000023_9d4b1cb9c37c,7d7671c70481e200b321d92a865be1bf6f0aaa57b78ca8cc36469f480154e91d,490119d4f53d4809e069ad842577879b2e734e2ae9116b7c9d7244416c9a848f,dup_490119d4f53d4809,1,True
nazario5_000024_f8e8f086ac0a,189e2ce14e8f5bd0daaa02af7518a55a4427b9c84770e66d64b5a198caaf7230,3cd63e18bb0a852c95279cfb320965f72e960c4c9d4d1c4c89fadd59574bc975,dup_3cd63e18bb0a852c,1,True
nazario5_000025_54f51cd2851c,695bc260b96a5f5a7d71a4b76bfd18f1a4f106be7d96221068280753d6d80e51,4b857451c4ee49882c0de22f9475fea175cdf7e195229aba443236b3d0801714,dup_4b857451c4ee4988,1,True
nazario5_000026_60ad65e3f13e,dce4a2ae04a669aee60414dadf883da9de622bdfa1b7cef71825a96907cb44d6,d48380e229b460d8c0914170879c4a2627a08b559b8c4ea1209ebe7144772f09,dup_d48380e229b460d8,1,True
nazario5_000027_7d3d48a972ef,708d4459efbfba0b20d4723270aafc0306f2b19111363ac63815a53683bc120e,1d161da89203bee74ee2b1fbfda07c6f5504a15abb094397a46a07d8ce8f805b,dup_1d161da89203bee7,1,True
nazario5_000028_0cf69d24ea50,d15f4f3a5d1c19f5cc32768dfb63002e50238536ab093efa866ba9f97cde882a,ac434bc5cccab23d607883770dcdf58f0f2750b2e09593f2847ae450876af94e,dup_ac434bc5cccab23d,1,True
nazario5_000029_938610cee149,64dfbf88c7b89bdae11ad3f486cdd361d36e58ae4fb5a695d3bd411b780a91db,3a7d780a10121d317466e99004dee21cc8ce249b7d00180cd5edafa02a9d1933,dup_3a7d780a10121d31,1,True
nazario5_000030_df80403de389,d8a863d399c980e5b12581e463fb73bb8754dda4be6e38b1fc0cf0f7bdcdacc2,f0e974c98d2d055bd82f0df6eb83f0226e056c6e703f9f97808b615afdc241b5,dup_f0e974c98d2d055b,1,True
nazario5_000031_71ad2cfb637d,1bb85c44b0bf1d6bce10a6ef42c583cdc545db8d88665ca56469b2192a70949b,32a6857be56a5c22a457f6467cb269ec253642d5581735626a2f463778cf5c34,dup_32a6857be56a5c22,1,True
nazario5_000032_90f6e6f881ba,fbedd08a65a72b2cc9f74f7d1e9be7cb48d2320cea173fadbbe7839ac573d1d7,b8e3391edec35e75cb1e02eb1455288f90fa116068055ccda720db9c7c32fd42,dup_b8e3391edec35e75,1,True
nazario5_000033_bf62a0afcf66,467307f72208b4a8eb3bcca9b2d5eb58bf722cbac3b5b0c0d48e3c08bef9394a,cfb55ae7dbb675ed0aa3f846528d6fe2de06d9bf161dd611ea70783f9c0f1b04,dup_cfb55ae7dbb675ed,1,True
nazario5_000034_c40de79f0bf7,99a735670f390cb496c5ea30a27e78bcedaabe409d8e49bc116caf9372e625c9,b1f7f6fdfb60f49588ace1d6ab4c3b75678043d74d36e75b408e25d12fde0577,dup_b1f7f6fdfb60f495,1,True
nazario5_000035_c6c5d6139493,9c1197e13767190413023e5848413bec1c1726e452f042c2262f76bd0f05588e,c0bfe7ebd7aea4f61b90d29c3803a59fdc1592420b256813c616861d3fded7ac,dup_c0bfe7ebd7aea4f6,1,True
nazario5_000036_52f09da068c4,7ad1e96b09ee2b57acb3c7935a4d7e2bbde2881048e0015799162d7fc152ec52,282d793b88c8c7391334983e8931a47a03f5a8edb2f9d0cb973499ec10e97d09,dup_282d793b88c8c739,1,True
nazario5_000037_504e091ffe40,a0f7273df2186c41d70ca2af6a38505a7c9371af4fdaeb5611e0fa9ede2aef78,3f01b1fe6cc51de79c57f5038b5d7aa36bbc91131af2054823115f6166d2a849,dup_3f01b1fe6cc51de7,1,True
nazario5_000038_2931cea7bec5,644a454234fb7fdd0949eea62795893d97ecce78abb6b75b21ebdead2afdb6a7,c9b7c2f69618c11aad8020b91bf56e030f7c4f50bb3bae31f430aa1872288fdd,dup_c9b7c2f69618c11a,1,True
nazario5_000039_cf2c6def6c88,290ea84d723b926d7010f929fda730eddb18b2f86cb42a7211c90bed11793a05,10d9662c73ccdfe26bc579f9f2f8f7273bede61e4e9b0fa65e9c773cac4496bf,dup_10d9662c73ccdfe2,1,True
nazario5_000040_eafe8fb4f72e,5bfdf353383809ec78f35f3efdbb36f32704fbfc80d1e98d68458402bb384cf9,c996de970d3cbb9510278e1fd4ea7cddffed819c8747d0a8dff0e449a199979e,dup_c996de970d3cbb95,1,True
nazario5_000041_bbd9a998eeaf,0e58c1acc992546820e651e3b1f6813121376e2a43be9ac996b4c0f09ee40017,ef44e91dd7053970ea591a89a0a68b3465befdc6cf8a33a194ebaadc9a35de37,dup_ef44e91dd7053970,1,True
nazario5_000042_f709f8f32b71,1dcc74d8b5a2d5a4c27323cfa5a2cbc6c0335178f6f3d407e1811d980e46f5d8,f5f96c22ee6c7bf273da342d5067e83a48f8b4efb124e7c279d8023028ef95d1,dup_f5f96c22ee6c7bf2,1,True
nazario5_000043_78c2a2e8cf27,23ef3d6584f54e611702309b394da11fbe6760e5fa3f92e03654eb5946916239,507958f99df91846796382d091b3e990ba13cd265cae790294c6a89c6937aaf1,dup_507958f99df91846,1,True
nazario5_000044_a2be3cfe9d49,16d8eeb3ac4ebd0b10202b1a7dc9e06cdfb95830c1353c78c2f0221fa38c1035,379fa097a20e692d830c2a70c227ca0eb30bdb0b7c3bbd0c33f791f447fcab2c,dup_379fa097a20e692d,1,True
nazario5_000045_f25876618fc7,a0d77135f7dc4287fdc38306884f716387a23c90e865c04413b46c80edfe0b52,426e2d9521708d6923f0a33827f75b962f8d941876071f444014d4bafd47e424,dup_426e2d9521708d69,1,True
nazario5_000046_71e635cbb223,d115f08a123f19a7cddf21d0b08e6b256038dea68e70dba8a7d8878b52cba2a4,0cc6552164738e68b36b9cf4863b41878aefce83073e6225166a358e060fbbd1,dup_0cc6552164738e68,1,True
nazario5_000047_91aa6b910ede,2106ce84f633586298c74e24a2f76e91a1587967e0e67e6ae3e3d3fc395e3fe2,ba4a53115151ecc37bb525f3b1cbdd8d476ccc0cff10f41d36f5f99927ed9269,dup_ba4a53115151ecc3,1,True
nazario5_000048_c5c318362cd0,2dfa2eaaf606fd13ed250120efea5dfa6fc9766e7d114cc395824ee5dad0dca3,91c8ca8ac684c1ffeebcc4c85cabfc60d20d7fb8ffcb470c17c784952aa1cf6f,dup_91c8ca8ac684c1ff,1,True
nazario5_000049_d0bbbadb2a60,3e7e17468e3df15a45b6570b2b4ea4b8f69f2d9ab80283a8d8e0cbaf376a68f2,d58c5272a81d50fd5c68b2c00450f72dff2d8d61239c0529ef48e148558e5e9f,dup_d58c5272a81d50fd,1,True
nazario5_000050_dc264e95604c,9e18c24085e10d864db20c54f0ccf370c867c178787de887d21a0583fda9c472,36374cb80909903b3a726ca53f87245c11ff6195938ee7f76d2bdd10e58b645b,dup_36374cb80909903b,1,True
nazario5_000051_d77b84c4a629,e0c88af9e1e81dade88dc4084600c1dbe8f1366d574072dff555b8c021ffee85,0f104fb6dd1a44c3f63f125c7d8582c1d339d15cd94b0073b0ae94b0fde4520c,dup_0f104fb6dd1a44c3,1,True
nazario5_000052_ffd1f360c4b8,b1bbce9eb6f16cc2f353741fa9a12fad3254c1bf2c919ef431fac34e995a4feb,88972bab9786b56959342ee9479f5fb649bdbcaa3b146f2bdb72e88684627980,dup_88972bab9786b569,1,True
nazario5_000053_9876d7ba1637,5d4a2c469a4ee69dccca09b24876dbe7ded1148a96120ca940af03c43b9909b2,7659b51991f541ca38e3eb52007f0e8f6954374162490333b03062768806b350,dup_7659b51991f541ca,1,True
nazario5_000054_105db353c328,9badd6c9a1023117cd98cb63f90d226cf1ea8f78003eabd2ae77c47afec9c1fb,c61ebe69ff36f0029675cdad1c0b2d37bb512d3c7f798eb569132cd07b9c5bc5,dup_c61ebe69ff36f002,1,True
nazario5_000055_a2b609b2f390,d02d3e06f3ef8fc03e2ac5967795d23064c805405279014571f68d47d79ca6cd,e26e6662e08acb9e64e3e6464fcc826671cd4dc2f5e433cd5fe2b8577a59f0ed,dup_e26e6662e08acb9e,1,True
nazario5_000056_6668a3f844f3,647535036034a7f5f2005a60e9de3be897510915a8dabd33ade8ecc5c4c01dce,11eef6a90c4df6707e75b4b305a2ebf3cf788ab3791f87fa78ea3fcff805722a,dup_11eef6a90c4df670,1,True
nazario5_000057_822c51493bdf,ac823f82dabb21cd25492e7b53223e88d905a1236a2b99b5808313b35e3dde04,2692b28898a09e10681f078ab9da138b7e812c4a8bd022513a9a4b87924b878f,dup_2692b28898a09e10,1,True
nazario5_000058_899c44093446,ce670a202d46bb4498d1b4ddcbbe0a190644a08bfbbaff0fc1e72874dcaa5219,41d18f6971c143a2725679c142f755890c946b21ef73db7020607cbcf56d4a5c,dup_41d18f6971c143a2,1,True
nazario5_000059_1dc75ee486b3,51cfa580ddb900eeb580d4838cafe519801a795b6ca8735cdb00d9f7de545d9f,2eb292faca4fe466baa5b30b0cc3469af5d3454b0b05d4c5b3df1af5da69c318,dup_2eb292faca4fe466,1,True
nazario5_000060_e5963a2c0ee2,72ac541c816c1746a5ab1375102c8b541ea087701fa98b7c52d6772921d7c6ef,543add8767c4a778b53957866cfc55e737fa0a25cb964baeea971a486b3ba364,dup_543add8767c4a778,1,True
nazario5_000061_e361200d5023,1f291f2b655557b9a49a12483f87847aab94970dc303d6d0fb4ca6ce7a825013,710f53d29c834ba9a08cfe2c3941894571d70600009b6e274ae8368b8e3ae9da,dup_710f53d29c834ba9,1,True
nazario5_000062_709238d9687f,1bcf071499918520d54fe5555c99ae36bb58cf8dfb51bce9cb43b9f7b24314be,01cd6949345b06ecaa068060abd55d8bb84656fecb75bb613b9ff494e2a49d4f,dup_01cd6949345b06ec,1,True
nazario5_000063_56da5cf00028,dc383b6c5044a7975ea6319826fbea173e6a9708165d6abca83c2b78b308c4e4,c9904d0d9692b6b70c27f7921d5d897cfad53de307ee3b8f47107edf22b9d9b7,dup_c9904d0d9692b6b7,1,True
nazario5_000064_1e99c2c54d50,2acbd1994ad60c689571eb100fdf7e57a8d7c29b5a763f77630d4efb7bb3207f,89242f3ede4219c79fe047fd0ddb7f1eb7b5174641a45110e02cc76405f81450,dup_89242f3ede4219c7,1,True
nazario5_000065_0142a49a6222,38e16c33988c6e602b59f966a69211bcdf50dcf2185ee648fcedaec7e9fa872a,315cceb98fe816b5002a807257dd1446e5de40ef173daf9439e6f22e5ef555e1,dup_315cceb98fe816b5,1,True
nazario5_000066_976271582274,e1db2b8d28113409a52e447539f1e5156d10a80f68b62b5de925fd05481a2737,c98e89e720376633d7c7220fba47324e7947cce30d135abf35369a4d0fbd3fae,dup_c98e89e720376633,1,True
nazario5_000067_39cf5deeb467,a1c61afc05232babeed5d3e99f7392880ffda8476ddbd0e9a8db9c77d4e777c9,6b9bbd70e6fb26f1633418366606ccc3ede356cb563593d97312537302b01542,dup_6b9bbd70e6fb26f1,1,True
nazario5_000068_097d3dc69887,cd775d323d62c456cdce8251bc732b3f2ef3e184e9594280b290b51c642c2213,87de8d5330ce7dcc3a9637eee37c4b16295e1a9b19a81c615d221c4051d6223c,dup_87de8d5330ce7dcc,1,True
nazario5_000069_6acdea7ff24c,e2af3bc345aed0b1960692beb7e3a63cc157914a95794732ae8cac665a16cf27,46b74cbb6c92716f1e705575aa1abea821015df52aa420bcf5d3d919cc5e5bfa,dup_46b74cbb6c92716f,1,True
nazario5_000070_4140a2250d08,6e1dded0f11653b35f68da962fb870bfbae8c350f2450d55371c1d5681672c62,de6ccff149f6ba5b136a7cc3e9c41590027a9c8d4fa575ae7f1b6814fcbcbf1d,dup_de6ccff149f6ba5b,1,True
nazario5_000071_21710dcdc351,6a6ae62b77a07b4c5c1d1110cdef376e55ceb0979c29ea8b73c5a111d23cec40,fd227eb756f1dd945d58e391ece684e086df681021187e277d5c38f4f8646e01,dup_fd227eb756f1dd94,1,True
nazario5_000072_2c20d5e92a43,2c6c921d334166ec305e5c5872795cdef3d6509dc4a09be716054c5af3ff5c6a,eba846d34929adfdba539c0b92509f1d540cd00a690f02f02e26a8a7187f991f,dup_eba846d34929adfd,1,True
nazario5_000073_b7b4e224a18a,d7ae97e8331df00ef62b1f57ce0fbbb1b3cc67c4897d8049eec2b2804c5a3935,db5f56957e7952437d93006ec18a3ddf94b7dd8af0c378ec6c1c21c76704418b,dup_db5f56957e795243,1,True
nazario5_000074_cddf46564b8e,aece83ecd051b03510c0da1da0b825267345c2f759102c3f9356bc5f228cb621,065a95d3c070fa5853f149cad19622da403a55ad6056d1db0782145d38668ec7,dup_065a95d3c070fa58,1,True
nazario5_000075_9ac927347af0,4e3f413179120a46e301d4ebcc38d020644d28c844737f31d2f93f9cde6ccdf8,091c0068d56f553b1885e706a9925513bbd9d742fa08a88c83d84c81b14f4f79,dup_091c0068d56f553b,1,True
nazario5_000076_3e8823d6f7d5,454deeb1d73b4d3bdfa1fb21feaeb679d7b5e6de10cf822cb4966f722159059b,da414717c1d519cccd87ea95e0243e586207c29104f01e94ef00cf3ed9729534,dup_da414717c1d519cc,1,True
nazario5_000077_89f1ce92ce0a,4bb666fae1670525f6562e570a4ce60f068b8fce3f60e2290261893d4d6f0564,a4487564864039fdf9c192fcc5fea226f1076c4994e10e307ab7f53242f3f264,dup_a4487564864039fd,1,True
nazario5_000078_56bca518a0e0,d1f675b9d2e685dd32e23bfb29acc53add1f9af3b0992e6530353994bda10c64,f22abb8adbea983a4d895a74f2732d28d2ae9cf44963c88bc05a9af544df0217,dup_f22abb8adbea983a,1,True
nazario5_000079_6aaf50cfe3b8,ebb4c446efcd5ee28160471612d9ec66936a8998abdf0d1ea6abcf7acabaefff,f8756ebab9df70d1d8d38d64525dc2582c3fe61a25a3f42f58c7f3c210cd3328,dup_f8756ebab9df70d1,1,True
nazario5_000080_006c70dc3fa6,e47750a6254b7ddd8187c341181e88533074f89a48cab00ac1d81c757724c71d,31797c9c6cb102655a5b4d9dd089195c34c2111e082df1cff802270eaf0cec64,dup_31797c9c6cb10265,1,True
nazario5_000081_976b4c0415a9,914c24a891e40f7e17b849ff0b85df727069663993cf3854f94e5677764b13d6,9ce3ce34db1faf6f21a64b80c13f858bdff2542f2c2cb9d2446868e354ed146e,dup_9ce3ce34db1faf6f,1,True
nazario5_000082_c23a2155a307,fddc0a2cb2247351572e17b439337fffa2d9f7b4cd082d0eff07d678c2f44dd9,b3781343efed0d259cce9b6087c174210ea3e3f5543bbf1f6e7f3bc49fed6ff9,dup_b3781343efed0d25,1,True
nazario5_000083_9a6f028c80b5,a9499ec1f4f31d1c4f05b7299cdd7f5bc2b3de99eb691b7fb829e5a1c259f0ce,fd0a0c334a8ed33f66ba2fe46968cf9cb3a9a55dd08e78a91fe89b017c31b8c9,dup_fd0a0c334a8ed33f,1,True
nazario5_000084_07ddfa93d82d,a23d3d24adbfd4de74c26bde13e9afcc6cff1b41fe2587b3e054a51b66d1dda6,02da34f4fc4f6f0bf8e702832f99fefc4d7a1b49a03af2b1b1094288c6c43af6,dup_02da34f4fc4f6f0b,1,True
nazario5_000085_7799ce2b4971,0eea128e4d78b8d815277598b5b3b35c4cc1d1cc85fbbff7410cb9e90f4f5a89,abd597099714445d8baf417c5f3e83bce1769fc15859ea4fd723b5545d9e3570,dup_abd597099714445d,1,True
nazario5_000086_d34c0ce1df2e,c5c99a9d8818f0e52f21d3846710d7811e1f9eb6d03c074189d2830064f4aaab,7397d104d886437806aa0ad4b6b573b366c38e1d2af23db176652e578f66283f,dup_7397d104d8864378,1,True
nazario5_000087_85015231c66a,600d5afc17d0fb9c3843c4adcb58ca0e402e7db5c0f49559c0db3da994867c1e,ffc5197dca6cee58122c905ab087dce9566c9a3a70af63c355823a15d6338505,dup_ffc5197dca6cee58,1,True
nazario5_000088_8caf1c458f1e,30c89051ea554ea2f0a8f002112475b0b9de09e653c3450250538af9737292d5,68f1451fe1c4108d4af60420244cfcf0421f7dfcfbe9a2daa2811996eee0c8ae,dup_68f1451fe1c4108d,1,True
nazario5_000089_b6c53130c381,fa78427e47d42fa758d02a5876acc7b4af86361c306cc8ee5a7727d461cf416b,1cea761e7e8540d8acc925474a4f57db1804eb686525d4941a793fe0c6112a57,dup_1cea761e7e8540d8,1,True
nazario5_000090_1b65ec9e078f,b96568c82ffb90d32e82f918f6f458627830cca4fa25fea5322dd599953b66d1,94d4151a5e8eb704b45073a87b32d5b1a9fdd3f5f246df53e92f130e3c4eb260,dup_94d4151a5e8eb704,1,True
nazario5_000091_77a0366afb8e,5c72a996e4780a5a57d5f1e909e533fb07f0dd5e888dc1a1c027c6797398b0b8,76cc4a446d961843678f67dead504a54f25c6b3ce04a4c62bac244f7513b99b0,dup_76cc4a446d961843,1,True
nazario5_000092_7c70b5da8119,37dc63da104e76f1e0401f99f4411d3001a9498621b77460906a5d1b93eb1747,6f693f982f4d833791ba00dbfa55d8b8b9ba167babfb223e34755f249dff158c,dup_6f693f982f4d8337,1,True
nazario5_000093_a1e4b9648f27,87810dbb46e7a6738320157c917744e0cae8f94c381c30f56c095a4d578937b1,4678750dc9b5389a399ef7892762dc32d30825922e99ba82b4191f6f4a85a5e6,dup_4678750dc9b5389a,1,True
nazario5_000094_649b71ce4ab5,5ef4051ab42c8b02871d9f205159656dc2daaa62288ed3814c55ab6ab05ae772,d86eb2d728b1d6cd8312fa9cb2f4a3bd39c05ef13916bb3d637fc3b8d2cdf196,dup_d86eb2d728b1d6cd,1,True
nazario5_000095_06bb10224e5d,0e5dd696eccabd7c019ce8473292bcc73ff392d2e5f8b7e6e4d40ff5cde4824a,49e661d312de5d4634d3ccd9b33ec0a81bd6cc9e6f30565f42b184875de6a839,dup_49e661d312de5d46,1,True
nazario5_000096_741e33ab657b,19535d4c1f108b4c7ea4f5a644d73326cd11d083d974734030cdc1572a294cf0,179c8f755a5c91ed9273fdbd08645c464f169b3664aa9736f8e8e5836843528a,dup_179c8f755a5c91ed,1,True
nazario5_000097_d9a12b650873,acea86269757a9c6c40472eedacaec5b2f42dc2758871d38776a27d19c5d732b,8b2b597e24efc7c3888ef5c79676c038f5b005d5f20d2beba0e332285afedf3b,dup_8b2b597e24efc7c3,1,True
nazario5_000098_9bc1334014ab,1b7643adf534cdf09e7c14f6a2af1c5c1bec1225fe796bc5afc0d0f31361d728,ba203928d66eb56522d419d0d9d89eb28f319228d6a4955dfdaca0198d3be28d,dup_ba203928d66eb565,1,True
nazario5_000099_fb2fb37dde14,c259a88988774bc94bc4220a52e3c0d56a5f61e3834255047c515c4e8501d5ae,6e92c6a92af2258f8d3917ee2ff4a7aa74af5f1fab19f526e92dbd76bbfa1503,dup_6e92c6a92af2258f,1,True
